mac,kwhh
MAC002228,2856.4120001
MAC002229,3208.3900005
MAC002230,4333.0240002
MAC002231,15190.3479919
MAC002232,8234.5689997
MAC002233,6777.1789995
MAC002234,3928.5379994
MAC002235,9287.5050026
MAC002236,2783.3949999
MAC002237,2204.874
MAC002238,9194.6509984
MAC002239,5302.097
MAC002240,7111.8939981
MAC002241,11713.3730017
MAC002242,5778.2189989
MAC002243,11427.9600009
MAC002244,2971.837
MAC002245,4585.7399989
MAC002246,9562.4229995
MAC002247,5238.212
MAC002248,5188.6129999
MAC002249,8747.1230012
MAC002250,2248.475
MAC002251,1852.537
MAC002252,8932.1959999
MAC002253,10254.3059997
MAC002254,9045.3959975
MAC002255,4164.098
MAC002256,6168.5539996
MAC002257,2690.096
MAC002258,759.4939997
MAC002259,6036.2459989
MAC002260,11420.5679991
MAC002261,4456.943
MAC002262,4527.757
MAC002263,8684.6189985
MAC002264,8865.9529982
MAC002265,8013.4539986
MAC002266,3356.0230001
MAC002267,11045.9689991
MAC002268,3241.4620003
MAC002269,9972.4519978
MAC002270,2016.2059999
MAC002271,2072.3140001
MAC002272,8146.5170004
MAC002273,1328.9120002
MAC002274,4929.7159997
MAC002275,854.736
MAC002276,3096.529
MAC002277,4315.87
MAC002278,2735.239
MAC002279,5254.309
MAC002280,7869.129
MAC002281,5404.194997
MAC002282,4865.3289999
MAC002283,6244.0550003
MAC002284,2542.02
MAC002285,4199.9520002
MAC002286,5590.6559989
MAC002287,5280.5810003
MAC002288,3355.4449999
MAC002289,3561.361
MAC002290,2320.9869991
MAC002291,14023.7819986
MAC002292,1484.076
MAC002293,6997.1409985
MAC002294,1826.687
MAC002295,5776.5580006
MAC002296,8244.0270004
MAC002297,3170.178
MAC002298,2375.8620002
MAC002299,4661.5019999
MAC002300,6351.1329998
MAC002301,2500.0250001
MAC002302,5926.4199981
MAC002303,3310.4149999
MAC002304,2019.6239995
MAC002305,7659.8610001
MAC002306,9682.1419993
MAC002307,4908.1269995
MAC002308,3763.4990011
MAC002309,4535.3800013
MAC002310,7538.1610001
MAC002311,5216.3780004
MAC002312,10948.6089998
MAC002313,1668.6770002
MAC002314,9597.1249991
MAC002315,1528.872
MAC002316,9062.477
MAC002317,5265.4559996
MAC002318,3377.0259999
MAC002319,2475.5109999
MAC002320,5810.8589997
MAC002321,10641.1149976
MAC002322,3959.7859998
MAC002323,6057.2090002
MAC002324,21034.3100037
MAC002325,6865.9469999
MAC002326,7667.579999
MAC002327,9941.1230018
MAC002328,415.682
MAC002329,1681.128
MAC002330,7110.9159983
MAC002331,3277.9609995
MAC002332,6366.9329997
MAC002333,2560.8600006
MAC002334,4382.9339987
MAC002335,11483.6949992
MAC002336,5116.8059991
MAC002337,2964.8919999
MAC002338,6468.7769996
MAC002339,7899.4310009
MAC002340,4080.207001
MAC002341,8129.1599995
MAC002342,7365.4139996
MAC002343,10163.6690027
MAC002344,2333.972
MAC002345,4839.6059999
MAC002346,5289.4939994
MAC002347,3173.891
MAC002348,9701.4359999
MAC002349,12998.0099982
MAC002350,7049.1939998
MAC002351,2295.725
MAC002352,3699.7579984
MAC002353,5890.5980002
MAC002354,6462.8740011
MAC002355,2125.2549999
MAC002356,4239.9570009
MAC002357,3970.6249998
MAC002358,7908.5930011
MAC002359,8636.9030003
MAC002360,4590.0960004
MAC002361,20638.1000017
MAC002362,6931.8799987
MAC002363,5433.0339999
MAC002364,2772.8070002
MAC002365,2909.5989999
MAC002366,2847.362
MAC002367,10987.2870041
MAC002368,5468.1130005
MAC002369,9385.1310008
MAC002370,6293.4980004
MAC002371,2117.5180001
MAC002372,4790.4989995
MAC002373,2589.5029999
MAC002374,2187.1170008
MAC002375,3698.6849999
MAC002376,11164.2789976
MAC002377,5913.0999998
MAC002378,5906.3899996
MAC002379,7480.9600006
MAC002380,14477.119997
MAC002381,6287.3479991
MAC002382,1918.4269997
MAC002383,4183.6129999
MAC002384,3942.0389994
MAC002385,9468.8899982
MAC002386,4562.0159989
MAC002387,2747.6599997
MAC002388,182.255
MAC002389,6940.2859992
MAC002390,3376.033
MAC002391,5412.1629996
MAC002392,2031.0930002
MAC002393,5945.9399999
MAC002394,8392.7770009
MAC002395,7894.4079997
MAC002396,16259.3570003
MAC002397,7990.9639997
MAC002398,5971.052
MAC002399,3818.3469996
MAC002400,3777.0470002
MAC002401,10803.022999
MAC002402,7834.0429999
MAC002403,5393.0339993
MAC002404,6434.4449995
MAC002405,7212.9309989
MAC002406,4520.8059993
MAC002407,7129.7980005
MAC002408,5838.669
MAC002409,1607.6720001
MAC002410,2623.901
MAC002411,12515.3439964
MAC002412,6999.3779982
MAC002413,2169.442
MAC002414,9088.6289977
MAC002415,7810.5380004
MAC002416,2427.848
MAC002417,1339.696
MAC002418,1254.8099997
MAC002419,4552.579002
MAC002420,6999.8490005
MAC002421,6320.8480007
MAC002422,2312.9090008
MAC002423,1823.295
MAC002424,5424.5149992
MAC002425,2727.248
MAC002426,3285.9420004
MAC002427,3140.54
MAC002428,8817.8779994
MAC002429,2556.076
MAC002430,2321.2739999
MAC002431,4329.526
MAC002432,9311.8840002
MAC002433,7379.7560004
MAC002434,4096.4710001
MAC002435,3192.4160001
MAC002436,8706.196999
MAC002437,8265.4310005
MAC002438,1999.8539998
MAC002439,583.0210001
MAC002440,5388.6029998
MAC002441,29781.6740063
MAC002442,4181.9239998
MAC002443,17250.7830002
MAC002444,5874.4110001
MAC002445,6319.941
MAC002446,13603.2390004
MAC002447,1921.0609996
MAC002448,1760.348
MAC002449,5574.7930007
MAC002450,1369.624
MAC002451,8578.2340005
MAC002452,1858.129
MAC002453,3447.9320011
MAC002454,2393.505
MAC002455,4827.4960005
MAC002456,5407.034
MAC002457,4889.3550002
MAC002458,8325.6500004
MAC002459,3084.4969998
MAC002460,2496.046
MAC002461,3280.4019999
MAC002462,2809.5619993
MAC002463,2554.674
MAC002464,5229.7139999
MAC002465,2743.6280001
MAC002466,7486.4760001
MAC002467,3197.9660004
MAC002468,4409.3209998
MAC002469,1755.015
MAC002470,3906.9430007
MAC002471,4462.290998
MAC002472,1294.323
MAC002473,3284.1270001
MAC002474,2863.2029994
MAC002475,16009.1329978
MAC002476,7730.1999999
MAC002477,4577.857
MAC002478,9187.1749971
MAC002479,5415.804002
MAC002480,8236.3450005
MAC002481,8593.6849995
MAC002482,14702.6139999
MAC002483,2662.08
MAC002484,2075.525
MAC002485,7388.1900005
MAC002486,6986.6349999
MAC002487,5461.5340001
MAC002488,2182.59
MAC002489,8763.2299996
MAC002490,3240.657
MAC002491,5360.941
MAC002492,11256.8889983
MAC002493,8283.2460003
MAC002494,7310.3630003
MAC002495,1891.529001
MAC002496,8203.9709996
MAC002497,7222.0289991
MAC002498,1483.498
MAC002499,5707.5259998
MAC002500,10993.4640011
MAC002501,3751.241
MAC002502,12212.0599988
MAC002503,2507.0660009
MAC002504,4402.652
MAC002505,9850.9529997
MAC002506,4238.161
MAC002507,4381.6620001
MAC002508,2300.011
MAC002509,4492.473999
MAC002510,6047.4489981
MAC002511,7575.7050004
MAC002512,10864.3549993
MAC002513,2877.964
MAC002514,4506.1570006
MAC002515,6833.4039991
MAC002516,8203.4899993
MAC002517,6868.6489999
MAC002518,4091.2019999
MAC002519,5864.131
MAC002520,9922.3219997
MAC002521,1765.3050001
MAC002522,2122.934
MAC002523,6762.3869999
MAC002524,2850.1520004
MAC002525,4183.4859994
MAC002526,9509.2149977
MAC002527,2769.1899999
MAC002528,1965.375
MAC002529,3579.5609999
MAC002530,1359.4940004
MAC002531,4981.3900007
MAC002532,3670.856
MAC002533,4950.1750008
MAC002534,4540.7009996
MAC002535,11731.5569996
MAC002536,5880.0430002
MAC002537,3003.055
MAC002538,5048.4329994
MAC002539,2484.4540003
MAC002540,4866.2639999
MAC002541,4512.7010003
MAC002542,3053.2580002
MAC002543,2086.0540001
MAC002544,9089.6179999
MAC002545,1394.8259999
MAC002546,4338.1149998
MAC002547,5520.5430003
MAC002548,2962.6620002
MAC002549,10429.5870002
MAC002550,5861.0640002
MAC002551,5671.7210012
MAC002552,5491.0429971
MAC002553,8327.5269994
MAC002554,2783.001
MAC002555,4451.9129989
MAC002556,3195.1319999
MAC002557,10355.3470005
MAC002558,10973.0309996
MAC002559,4350.829
MAC002560,2179.386
MAC002561,6961.5149989
MAC002562,5025.2039997
MAC002563,7041.2240005
MAC002564,240.591
MAC002565,3163.4289998
MAC002566,2313.558
MAC002567,6277.8099998
MAC002568,3469.9439999
MAC002569,9489.0779997
MAC002570,9287.060001
MAC002571,4718.7539995
MAC002572,1111.139
MAC002573,2597.0000005
MAC002574,4155.897
MAC002575,3978.0760009
MAC002576,5204.4429991
MAC002577,2359.415
MAC002578,3316.816
MAC002579,4236.8789999
MAC002580,1830.93
MAC002581,1962.46
MAC002582,5540.0520008
MAC002583,7336.4799998
MAC002584,4633.348
MAC002585,3052.113
MAC002586,4173.9800002
MAC002587,2883.1310007
MAC002588,5027.1519992
MAC002589,5038.3209997
MAC002590,17924.6760009
MAC002591,4980.9809999
MAC002592,8792.7069997
MAC002593,1446.737
MAC002594,1.283
MAC002595,4964.2399998
MAC002596,8238.9730009
MAC002597,1505.1200014
MAC002598,894.476
MAC002599,7046.5910007
MAC002600,8813.4749994
MAC002601,20003.3209972
MAC002602,5232.9779998
MAC002603,7099.3549993
MAC002604,10642.903002
MAC002605,11357.9329999
MAC002606,6956.2709994
MAC002607,2423.2330003
MAC002608,4177.949
MAC002609,3460.5059988
MAC002610,6004.9419998
MAC002611,8117.2290023
MAC002612,2787.7550005
MAC002613,11222.1620025
MAC002614,8456.3340007
MAC002615,3628.5949994
MAC002616,3997.9160005
MAC002617,6241.3049985
MAC002618,5594.5699994
MAC002619,2158.986
MAC002620,10445.114999
MAC002621,6026.8859994
MAC002622,6532.7759994
MAC002623,3093.2819999
MAC002624,1398.8249999
MAC002625,7577.9229996
MAC002626,12796.4619999
MAC002627,33176.3689943
MAC002628,30950.3419906
MAC002629,1083.078
MAC002630,6921.5169992
MAC002631,3258.5480003
MAC002632,2576.2769999
MAC002633,13011.5229989
MAC002634,2555.059
MAC002635,14970.7050009
MAC002636,2712.1119999
MAC002637,5216.9190008
MAC002638,3910.7980003
MAC002639,11202.2319986
MAC002640,7143.1369997
MAC002641,12751.0450033
MAC002642,1634.8719997
MAC002643,2975.448
MAC002644,16884.3119991
MAC002645,11116.1509991
MAC002646,4129.922
MAC002647,7766.2109991
MAC002648,8246.6030017
MAC002649,14973.2689994
MAC002650,3388.3960003
MAC002651,2095.1139999
MAC002652,6206.1529996
MAC002653,5607.6430001
MAC002654,3488.5759996
MAC002655,6553.7360004
MAC002656,3997.0840004
MAC002657,3539.6629999
MAC002658,5618.8979996
MAC002659,4287.7530001
MAC002660,2351.802
MAC002661,1793.902
MAC002662,5125.4989997
MAC002663,8354.159
MAC002664,1680.605
MAC002665,2746.5790002
MAC002666,13234.2189999
MAC002667,9202.2519995
MAC002668,7965.4109983
MAC002669,8438.6379984
MAC002670,13973.0650004
MAC002671,6328.013
MAC002672,13241.9399968
MAC002673,2661.644
MAC002674,1601.852
MAC002675,2732.8320002
MAC002676,3124.7119998
MAC002677,3448.4590001
MAC002678,2654.052
MAC002679,8816.0939995
MAC002680,6700.6740004
MAC002681,2681.649
MAC002682,8650.1749999
MAC002683,6489.4569993
MAC002684,2170.2800001
MAC002685,3592.6069996
MAC002686,6477.6360003
MAC002687,4133.909
MAC002688,8582.6700006
MAC002689,4658.353
MAC002690,2896.8229999
MAC002691,4429.5570005
MAC002692,5450.9860003
MAC002693,5490.4849999
MAC002694,9074.1410006
MAC002695,2823.8509997
MAC002696,1692.3290005
MAC002697,1929.7840001
MAC002698,6825.0050007
MAC002699,4698.113001
MAC002700,4554.3960006
MAC002701,3436.0819996
MAC002702,9930.4779999
MAC002703,8262.6750019
MAC002704,7047.2749999
MAC002705,2799.3480001
MAC002706,5963.421999
MAC002707,2818.332
MAC002708,5363.9999991
MAC002709,11331.0369988
MAC002710,4921.7649991
MAC002711,2085.574
MAC002712,4741.1770006
MAC002713,5293.597
MAC002714,6497.3450006
MAC002715,2832.9869999
MAC002716,2965.9419997
MAC002717,2896.49
MAC002718,8361.7430012
MAC002719,6501.5270001
MAC002720,4971.5470001
MAC002721,3514.3599998
MAC002722,5366.5020003
MAC002723,7890.431
MAC002724,10485.9569984
MAC002725,16719.1080027
MAC002726,2922.226
MAC002727,7019.5359984
MAC002728,7836.950999
MAC002729,4224.8050001
MAC002730,7481.8499988
MAC002731,3863.2130009
MAC002732,2438.429
MAC002733,3851.3629998
MAC002734,5201.0590002
MAC002735,4460.8669997
MAC002736,2251.2070008
MAC002737,4106.7320004
MAC002738,3518.188
MAC002739,9610.0639978
MAC002740,13999.0369994
MAC002741,17074.7989998
MAC002742,6322.4899998
MAC002743,6231.8390001
MAC002744,559.088
MAC002745,3961.8989997
MAC002746,2156.695
MAC002747,5608.0470003
MAC002748,3292.7209998
MAC002749,7116.0449994
MAC002750,1728.1299998
MAC002751,9735.6479998
MAC002752,2177.2220007
MAC002753,2904.4500003
MAC002754,10791.1520003
MAC002755,12905.6389995
MAC002756,3566.1519986
MAC002757,13650.4340032
MAC002758,5962.5870007
MAC002759,9067.3819978
MAC002760,6759.484999
MAC002761,868.453
MAC002762,2322.5370001
MAC002763,10473.3200013
MAC002764,3553.9289998
MAC002765,10423.2870023
MAC002766,1892.234
MAC002767,1999.6469997
MAC002768,6566.0389999
MAC002769,1643.3780002
MAC002770,10267.7649993
MAC002771,1772.922
MAC002772,3293.4039995
MAC002773,1715.8039999
MAC002774,4079.0579983
MAC002775,6029.1030002
MAC002776,9363.0229986
MAC002777,4848.6319998
MAC002778,6936.9939993
MAC002779,2234.228
MAC002780,8203.3349981
MAC002781,2573.3179998
MAC002782,7895.3930011
MAC002783,6501.9659999
MAC002784,5047.3590001
MAC002785,6944.8310001
MAC002786,3223.1330003
MAC002787,5528.5070006
MAC002788,3436.916
MAC002789,3855.179
MAC002790,7712.1979978
MAC002791,2753.235
MAC002792,1935.3030002
MAC002793,7130.9150004
MAC002794,9473.9539998
MAC002795,5458.7480007
MAC002796,3274.4769997
MAC002797,4852.3249999
MAC002798,3970.2729999
MAC002799,6483.8430001
MAC002800,2150.532
MAC002801,2019.3339997
MAC002802,6100.8200018
MAC002803,4726.237
MAC002804,7983.9480022
MAC002805,9265.4070002
MAC002806,4607.6780001
MAC002807,9689.9809992
MAC002808,6318.0169983
MAC002809,2188.3169999
MAC002810,7202.8880002
MAC002811,12843.857999
MAC002812,5009.1330001
MAC002813,4403.5640001
MAC002814,10397.7829985
MAC002815,1327.1720001
MAC002816,4475.0540005
MAC002817,7008.5439982
MAC002818,10606.8850006
MAC002819,6963.5660014
MAC002820,8393.6969991
MAC002821,5830.9819999
MAC002822,2945.323
MAC002823,12463.2860026
MAC002824,8550.9600007
MAC002825,5485.7230004
MAC002826,3271.3710007
MAC002827,3723.158
MAC002828,7837.2719995
MAC002829,6678.1819999
MAC002830,1531.5559999
MAC002831,3010.474
MAC002832,2888.582
MAC002833,4059.8410001
MAC002834,5613.0560005
MAC002835,1271.565
MAC002836,3350.9780002
MAC002837,4388.005
MAC002838,5382.8429999
MAC002839,12902.2030037
MAC002840,10778.202997
MAC002841,2230.0289999
MAC002842,611.1850003
MAC002843,3840.5590002
MAC002844,9828.0539988
MAC002845,5209.3060003
MAC002846,5173.3930003
MAC002847,2671.7990001
MAC002848,5464.4659992
MAC002849,33655.879001
MAC002850,2589.337
MAC002851,14574.5470023
MAC002852,17786.283002
MAC002853,9488.9540008
MAC002854,4076.8730014
MAC002855,6834.4609983
MAC002856,9874.5250025
MAC002857,3433.8899996
MAC002858,919.119
MAC002859,7324.8949979
MAC002860,4271.7329999
MAC002861,4473.0019993
MAC002862,11442.833998
MAC002863,1808.1930004
MAC002864,12978.7289991
MAC002865,15322.0029997
MAC002866,4035.9240001
MAC002867,1670.6700001
MAC002868,2559.173
MAC002869,18279.4809921
MAC002870,3169.121
MAC002871,5274.168999
MAC002872,34053.1929975
MAC002873,528.575
MAC002874,8638.3679978
MAC002875,3478.6719996
MAC002876,4274.4119997
MAC002877,3578.8839997
MAC002878,5887.0800001
MAC002879,2466.3449997
MAC002880,6475.8560019
MAC002881,9711.0640002
MAC002882,1679.293
MAC002883,6647.4890002
MAC002884,7432.8849993
MAC002885,4966.3790007
MAC002886,2159.5979996
MAC002887,5143.1610002
MAC002888,1819.8389999
MAC002889,3114.9740005
MAC002890,1137.137
MAC002891,3673.2160002
MAC002892,4930.2340001
MAC002893,5551.684
MAC002894,8125.4589995
MAC002895,4165.3029999
MAC002896,10926.6829997
MAC002897,7854.6819982
MAC002898,1236.349
MAC002899,2074.796
MAC002900,8162.4089986
MAC002901,7894.4609981
MAC002902,3519.3200002
MAC002903,6917.042
MAC002904,3169.407
MAC002905,1114.331
MAC002906,4453.0419995
MAC002907,6495.7220003
MAC002908,5461.6910016
MAC002909,4946.0890008
MAC002910,4372.5179999
MAC002911,2775.497
MAC002912,10690.3890009
MAC002913,18309.5299995
MAC002914,3442.424
MAC002915,8229.7039993
MAC002916,2576.318
MAC002917,3854.0879999
MAC002918,8727.5109998
MAC002919,7822.3900009
MAC002920,11522.0439992
MAC002921,4104.912
MAC002922,4017.9170009
MAC002923,15426.912001
MAC002924,10022.9409985
MAC002925,3472.2209999
MAC002926,1642.897
MAC002927,8048.6889996
MAC002928,4533.1829997
MAC002929,6856.0380002
MAC002930,2809.665
MAC002931,2748.7149991
MAC002932,3402.0990002
MAC002933,2968.071
MAC002934,4460.0820004
MAC002935,3664.0010001
MAC002936,5078.0609997
MAC002937,8698.5820009
MAC002938,3610.2860002
MAC002939,4876.5910002
MAC002940,1228.788
MAC002941,8758.0319989
MAC002942,7795.3790003
MAC002943,5299.3989998
MAC002944,5232.4879996
MAC002945,3853.967
MAC002946,1488.7620001
MAC002947,2931.24
MAC002948,1465.576
MAC002949,7851.7949978
MAC002950,7237.8979996
MAC002951,1476.5260001
MAC002952,7050.605999
MAC002953,14932.1500001
MAC002954,3809.621
MAC002955,9688.753003
MAC002956,10376.2510006
MAC002957,1879.763
MAC002958,4405.7619996
MAC002959,15573.9939981
MAC002960,6728.8899975
MAC002961,5515.582
MAC002962,13247.4639996
MAC002963,3362.1400007
MAC002964,2828.4030001
MAC002965,7031.647
MAC002966,3202.6250005
MAC002967,2548.662
MAC002968,2811.2450001
MAC002969,8147.2140014
MAC002970,2934.8550011
MAC002971,2548.7199995
MAC002972,2971.5469995
MAC002973,5653.6410008
MAC002974,4271.6299986
MAC002975,3984.6900001
MAC002976,146.044
MAC002977,3482.5660014
MAC002978,1255.972
MAC002979,2733.259
MAC002980,7647.9489994
MAC002981,3398.5109999
MAC002982,1617.6240001
MAC002983,7725.2479991
MAC002984,3999.2640007
MAC002985,2472.3050005
MAC002986,1984.73
MAC002987,3365.2039997
MAC002988,2649.7569998
MAC002989,2848.0919991
MAC002990,6476.9069979
MAC002991,6145.5390003
MAC002992,2340.921
MAC002993,4909.281
MAC002994,4952.8710004
MAC002995,7507.2649997
MAC002996,5364.1879999
MAC002997,2812.8190001
MAC002998,11386.4730017
MAC002999,5056.3710001
MAC003000,7579.1319992
MAC003001,5099.7339996
MAC003002,2484.3630002
MAC003003,3385.0139999
MAC003004,1692.5489995
MAC003005,10484.7399995
MAC003006,738.9890001
MAC003007,5243.2279993
MAC003008,4187.848
MAC003009,1136.6069998
MAC003010,2487.4210002
MAC003011,3154.7559995
MAC003012,9955.3799999
MAC003013,4998.3800002
MAC003014,530.113
MAC003015,4743.6880007
MAC003016,4319.3770002
MAC003017,1313.305
MAC003018,15269.4069995
MAC003019,4386.8449994
MAC003020,6109.3819976
MAC003021,3038.6389999
MAC003022,1880.7290001
MAC003023,4906.8570003
MAC003024,2389.8940003
MAC003025,12147.2069993
MAC003026,6311.4009995
MAC003027,1262.9590002
MAC003028,7675.6170007
MAC003029,4902.023
MAC003030,1749.112
MAC003031,523.152
MAC003032,6208.5120003
MAC003033,8644.1409993
MAC003034,5979.1220004
MAC003035,2049.892
MAC003036,3261.733
MAC003037,1714.4309999
MAC003038,3503.6929993
MAC003039,5188.258
MAC003040,6333.9129999
MAC003041,3841.6819976
MAC003042,5569.6819999
MAC003043,3943.9169998
MAC003044,4422.7670005
MAC003045,3011.981
MAC003046,3518.5160003
MAC003047,4311.6680001
MAC003048,2941.597
MAC003049,3846.9410001
MAC003050,5115.6449995
MAC003051,6724.7639994
MAC003052,4110.1580005
MAC003053,5563.72
MAC003054,2590.925
MAC003055,3638.5730017
MAC003056,2525.8400009
MAC003057,2447.35
MAC003058,4530.4620002
MAC003059,3738.538
MAC003060,3931.3430014
MAC003061,17700.0019933
MAC003062,1861.892
MAC003063,5934.7350004
MAC003064,5797.4750004
MAC003065,11562.0299992
MAC003066,4726.1329991
MAC003067,9993.6300013
MAC003068,9052.2710017
MAC003069,3563.1980003
MAC003070,5173.3509999
MAC003071,1997.2209998
MAC003072,10901.5850004
MAC003073,5863.7799997
MAC003074,1345.396
MAC003075,2469.2779998
MAC003076,9401.7319999
MAC003077,3283.917
MAC003078,9792.4479996
MAC003079,3206.023
MAC003080,4210.97
MAC003081,7284.9969992
MAC003082,2892.8
MAC003083,2906.9789999
MAC003084,3133.2500001
MAC003085,7474.764
MAC003086,4071.9119996
MAC003087,3480.913
MAC003088,5359.0710001
MAC003089,7780.9240002
MAC003090,7943.1430002
MAC003091,5027.9379997
MAC003092,8172.1439998
MAC003093,4752.9169991
MAC003094,5113.374
MAC003095,13181.5770011
MAC003096,757.851
MAC003097,2332.7910001
MAC003098,4177.7320008
MAC003099,2518.1470001
MAC003100,8322.7240013
MAC003101,5665.2610001
MAC003102,1447.5279997
MAC003103,5034.4319992
MAC003104,2023.5810001
MAC003105,3728.3659999
MAC003106,3199.9109999
MAC003107,9102.3800005
MAC003108,5981.4089997
MAC003109,7156.062
MAC003110,5169.0210003
MAC003111,4585.9370007
MAC003112,10827.8649989
MAC003113,8450.9739997
MAC003114,7249.1999984
MAC003115,4914.4360002
MAC003116,4727.4960005
MAC003117,6424.6060008
MAC003118,7056.7679999
MAC003119,6811.5920001
MAC003120,6438.1889997
MAC003121,7340.5429995
MAC003122,10274.8809993
MAC003123,7048.6139972
MAC003124,7759.6149982
MAC003125,4083.659
MAC003126,8476.5770001
MAC003127,8811.3320027
MAC003128,7918.2879997
MAC003129,5328.3619989
MAC003130,9298.2940016
MAC003131,4678.7230003
MAC003132,6720.473
MAC003133,12562.3640011
MAC003134,5430.794
MAC003135,6767.4710014
MAC003136,8484.7839947
MAC003137,9694.4169995
MAC003138,4264.9450006
MAC003139,4492.117
MAC003140,11254.5909981
MAC003141,6722.8159993
MAC003142,3312.2299998
MAC003143,7305.4239999
MAC003144,11368.9159983
MAC003145,2307.2449991
MAC003146,4128.8599986
MAC003147,14277.132995
MAC003148,7115.9480007
MAC003149,2059.4730003
MAC003150,3280.6849993
MAC003151,6192.3149982
MAC003152,2732.4010006
MAC003153,11009.8970013
MAC003154,1720.7359999
MAC003155,1772.8189999
MAC003156,183.036
MAC003157,11022.5600012
MAC003158,7160.5140012
MAC003159,2378.2269988
MAC003160,5036.9929991
MAC003161,1754.5769997
MAC003162,9369.9050003
MAC003163,6247.7629972
MAC003164,5556.2870002
MAC003165,9198.3910015
MAC003166,13734.9909998
MAC003167,2733.6899999
MAC003168,6119.2280002
MAC003169,1776.249
MAC003170,8266.6439989
MAC003171,6632.2579989
MAC003172,3029.697
MAC003173,6907.2679993
MAC003174,8182.429
MAC003175,6192.1510005
MAC003176,7289.5290016
MAC003177,4842.8080007
MAC003178,2208.048
MAC003179,1746.867
MAC003180,8996.7790007
MAC003181,4307.2799997
MAC003182,11467.6679981
MAC003183,7163.662
MAC003184,7414.0729985
MAC003185,8013.7169997
MAC003186,9884.3260018
MAC003187,4066.0369998
MAC003188,11684.2969991
MAC003189,5220.3449995
MAC003190,5349.8650002
MAC003191,5927.7249996
MAC003192,7002.3830006
MAC003193,8153.1289997
MAC003194,4994.5260001
MAC003195,7933.6569994
MAC003196,2668.7809996
MAC003197,2714.8140002
MAC003198,4428.7379997
MAC003199,10491.5169999
MAC003200,5789.7730002
MAC003201,5769.1659968
MAC003202,1414.5209999
MAC003203,5390.8390001
MAC003204,3750.406
MAC003205,2364.9189999
MAC003206,2456.8359998
MAC003207,543.0109997
MAC003208,4902.4660003
MAC003209,3234.754
MAC003210,8229.3319991
MAC003211,8364.5319981
MAC003212,6540.0269997
MAC003213,7797.5849983
MAC003214,6820.3609995
MAC003215,4977.2379996
MAC003216,7078.2800005
MAC003217,3026.4709992
MAC003218,18923.7890046
MAC003219,4076.4349994
MAC003220,7038.4959991
MAC003221,2946.262
MAC003222,6092.6110011
MAC003223,10151.6640012
MAC003224,8371.1859991
MAC003225,6521.3960001
MAC003226,9115.8920013
MAC003227,4418.246
MAC003228,8111.8820011
MAC003229,6913.9329982
MAC003230,5985.1049995
MAC003231,8869.729
MAC003232,6349.639999
MAC003233,4523.0209992
MAC003234,3644.8789994
MAC003235,12662.9439992
MAC003236,4156.8180006
MAC003237,6368.6850004
MAC003238,5078.5670003
MAC003239,4003.6909994
MAC003240,6119.6969993
MAC003241,7211.4980001
MAC003242,4323.9559998
MAC003243,7862.3650002
MAC003244,8354.883998
MAC003245,5496.443
MAC003246,581.1940001
MAC003247,8770.3490003
MAC003248,2910.3569998
MAC003249,8236.1690023
MAC003250,6572.963001
MAC003251,1136.752
MAC003252,6667.6679998
MAC003253,9514.4710017
MAC003254,5502.4079977
MAC003255,9779.4810002
MAC003256,6421.6150007
MAC003257,27896.5760025
MAC003258,2164.6110001
MAC003259,7295.1469973
MAC003260,8906.3099995
MAC003261,6286.0030004
MAC003262,4801.1410008
MAC003263,6368.3430016
MAC003264,9405.1880001
MAC003265,1939.202
MAC003266,2327.293
MAC003267,8404.6869959
MAC003268,8087.4909986
MAC003269,7063.6029984
MAC003270,4478.9020005
MAC003271,7344.7679985
MAC003272,11199.7599975
MAC003273,6807.1559985
MAC003274,6114.0649998
MAC003275,5007.8839997
MAC003276,11448.941997
MAC003277,5058.7919987
MAC003278,13960.2209997
MAC003279,6034.1860002
MAC003280,10502.7660005
MAC003281,4926.9030007
MAC003282,4332.3659993
MAC003283,12627.6469973
MAC003284,3289.3550003
MAC003285,10883.5250069
MAC003286,7021.2510006
MAC003287,3307.7870008
MAC003288,4267.506
MAC003289,4116.5049995
MAC003290,12137.7760021
MAC003291,6194.3389994
MAC003292,10562.4990006
MAC003293,8978.1089983
MAC003294,7740.1660024
MAC003295,6233.2620042
MAC003296,7224.7089975
MAC003297,7221.1009993
MAC003298,10320.0519975
MAC003299,9871.9040007
MAC003300,9941.1199999
MAC003301,6362.0520007
MAC003302,10725.4649999
MAC003303,10574.6079983
MAC003304,4061.231
MAC003305,8232.8359996
MAC003306,2869.0609999
MAC003307,8950.3159986
MAC003308,2334.9399999
MAC003309,4358.7979998
MAC003310,2797.0470001
MAC003311,3036.201
MAC003312,4199.0980007
MAC003313,4621.8719997
MAC003314,4308.4980001
MAC003315,3754.1490003
MAC003316,10702.5849991
MAC003317,11632.1380011
MAC003318,8112.2510008
MAC003319,12442.7629997
MAC003320,9989.5670004
MAC003321,5222.3289999
MAC003322,8166.9040015
MAC003323,9684.0629998
MAC003324,5920.3010008
MAC003325,5677.4299995
MAC003326,10810.9890018
MAC003327,1302.0059981
MAC003328,3612.2160001
MAC003329,36346.2530011
MAC003330,9496.5409987
MAC003331,7332.9729999
MAC003332,6521.7760014
MAC003333,5298.6910001
MAC003334,8462.2150019
MAC003335,3865.6800001
MAC003336,2797.3259993
MAC003337,6465.2180009
MAC003338,3097.9210012
MAC003339,8981.5359977
