mac,kwhh
MAC001112,7067.015
MAC001113,6102.7560003
MAC001114,5779.1760003
MAC001115,1368.99
MAC001116,10402.5059985
MAC001117,5237.14
MAC001118,6752.2709999
MAC001119,5518.8529978
MAC001120,2173.0749997
MAC001121,7299.2100004
MAC001122,4502.0510002
MAC001123,7210.6839996
MAC001124,10818.5710008
MAC001125,7584.2979985
MAC001126,4767.1150001
MAC001127,6767.4439995
MAC001128,2229.2490001
MAC001129,2370.883
MAC001130,3729.6709999
MAC001131,6935.1789997
MAC001132,8235.9070002
MAC001133,8012.857999
MAC001134,1534.4299998
MAC001135,2951.399
MAC001136,2926.174
MAC001137,6885.8320013
MAC001138,8106.6919996
MAC001139,4562.266
MAC001140,4383.191
MAC001141,6255.1929999
MAC001142,2777.0110001
MAC001143,4731.3149993
MAC001144,5243.3329986
MAC001145,42592.3059901
MAC001146,5561.51
MAC001147,3228.6539993
MAC001148,4304.5229999
MAC001149,3116.6339998
MAC001151,5202.4400002
MAC001152,7124.5430006
MAC001153,3444.3490001
MAC001154,5255.8080007
MAC001155,3622.9480004
MAC001156,3937.7970001
MAC001157,5863.0699994
MAC001158,3044.0439997
MAC001159,3062.9100001
MAC001160,24045.4180101
MAC001161,4149.0720001
MAC001162,4939.105
MAC001163,4577.347
MAC001164,8701.0079988
MAC001165,1532.6070003
MAC001166,7547.2920004
MAC001167,6692.69
MAC001168,7469.1349998
MAC001169,1196.982
MAC001170,3453.5950016
MAC001171,8465.747001
MAC001172,3614.0880001
MAC001173,3616.6020001
MAC001174,8178.7059993
MAC001175,628.213
MAC001176,2469.539
MAC001177,3537.9620001
MAC001178,3701.2710002
MAC001179,7541.04
MAC001180,2639.5629996
MAC001181,1728.6640001
MAC001182,3130.2040005
MAC001183,9620.1570011
MAC001184,5643.9699996
MAC001185,4329.2280005
MAC001186,3489.4269999
MAC001187,6660.4579999
MAC001188,3690.332
MAC001189,2559.8230001
MAC001190,6647.1609998
MAC001191,4604.7900002
MAC001192,14685.066005
MAC001193,5824.6240001
MAC001194,4075.6720004
MAC001195,9768.1429991
MAC001196,2898.8200002
MAC001197,3754.7659998
MAC001198,32245.1679927
MAC001199,2418.0800001
MAC001200,2122.253
MAC001201,1328.688
MAC001202,18738.3829971
MAC001203,11629.3800032
MAC001204,2711.0189992
MAC001205,6307.8020027
MAC001206,3266.288
MAC001207,1001.9510001
MAC001208,2815.9330002
MAC001209,2783.8299998
MAC001210,3865.6700001
MAC001211,5678.8680007
MAC001212,4443.5410001
MAC001213,5049.5930002
MAC001214,6574.8549994
MAC001215,19295.8130005
MAC001216,4211.489
MAC001217,5869.03
MAC001218,863.095
MAC001219,11108.5629979
MAC001220,9247.7530001
MAC001221,8899.024001
MAC001222,2934.611
MAC001223,3067.555
MAC001224,10124.5989994
MAC001225,6745.5850001
MAC001226,5439.1689993
MAC001227,7111.0570013
MAC001228,2777.627
MAC001229,1952.8929997
MAC001230,4808.6600003
MAC001231,1935.7539998
MAC001232,6697.1889992
MAC001233,4765.308
MAC001234,2665.4
MAC001235,11924.883
MAC001236,3604.257
MAC001237,2156.4119997
MAC001238,4106.9929999
MAC001239,7529.9909981
MAC001240,12201.4250009
MAC001241,2980.8799997
MAC001242,2826.1940001
MAC001243,5941.6140003
MAC001244,3890.972
MAC001245,2288.1190016
MAC001246,5220.0150005
MAC001247,4427.499
MAC001248,1873.634
MAC001249,2097.548
MAC001250,9116.0279981
MAC001251,11613.3740023
MAC001252,25892.2359812
MAC001253,5939.7980002
MAC001254,3473.0420006
MAC001255,9114.463999
MAC001256,2157.886
MAC001257,2352.369
MAC001258,14366.9430036
MAC001259,2729.457
MAC001260,3554.6000004
MAC001261,1800.0030001
MAC001262,2997.2650001
MAC001263,2937.3370002
MAC001264,4848.6539999
MAC001265,9321.3649975
MAC001266,4604.4409991
MAC001267,907.296
MAC001268,2024.4199999
MAC001269,3631.5480002
MAC001270,2295.8479992
MAC001271,10628.363001
MAC001272,2170.3959999
MAC001273,3706.1309998
MAC001274,4674.947
MAC001275,2282.075
MAC001276,5108.7969999
MAC001277,4098.163
MAC001278,82.651
MAC001279,5378.8080002
MAC001280,2259.7359997
MAC001281,1357.982
MAC001282,2258.1630001
MAC001283,13930.0150008
MAC001284,2330.1810005
MAC001285,3287.2900002
MAC001286,8044.1210004
MAC001287,1455.8859998
MAC001288,5248.4069992
MAC001289,6899.8949987
MAC001290,586.948
MAC001291,2436.9749998
MAC001292,5365.4620006
MAC001293,1607.657
MAC001294,2703.3770005
MAC001295,7011.3610012
MAC001296,1193.468
MAC001297,3387.1630001
MAC001298,5150.5929998
MAC001299,6664.8980002
MAC001300,79.725
MAC001301,5359.1579992
MAC001302,3672.9229999
MAC001303,2539.3269997
MAC001304,8578.8850002
MAC001305,7690.2429999
MAC001306,8050.932002
MAC001307,3148.166
MAC001308,6598.5809997
MAC001309,21.857
MAC001310,14189.5199985
MAC001311,2630.8649994
MAC001312,2657.2120001
MAC001313,5424.5150014
MAC001314,4404.3369999
MAC001315,36071.7939945
MAC001316,3410.6659996
MAC001317,3388.3520004
MAC001318,4250.6800001
MAC001319,3027.9580003
MAC001320,6056.5259991
MAC001321,3654.6839997
MAC001322,4138.703
MAC001323,13796.1690005
MAC001324,9111.457002
MAC001325,3844.893
MAC001326,6902.6220004
MAC001327,2783.0350001
MAC001328,1322.107
MAC001329,1642.223
MAC001330,6549.634
MAC001331,4638.107
MAC001332,2012.537
MAC001333,546.734
MAC001334,1788.8719998
MAC001335,1767.937
MAC001336,7671.2140014
MAC001337,2830.1540003
MAC001338,4675.8109988
MAC001339,1463.956
MAC001340,3131.7399982
MAC001341,8406.1509994
MAC001342,698.03
MAC001343,7138.3100004
MAC001344,1174.385
MAC001345,2135.861
MAC001346,2168.5540001
MAC001347,1864.1740003
MAC001348,12956.5920006
MAC001349,900.511
MAC001350,8932.9700006
MAC001351,5844.0669994
MAC001352,6945.2480008
MAC001353,3966.3479995
MAC001354,11743.625004
MAC001355,8111.5609996
MAC001356,2714.8249998
MAC001357,7322.4509988
MAC001358,8086.1830007
MAC001359,5549.1069993
MAC001360,5234.571
MAC001361,5445.3200004
MAC001362,1691.649
MAC001363,3575.2839999
MAC001364,8965.5410009
MAC001365,3947.7180001
MAC001366,3739.6830005
MAC001367,6127.993999
MAC001368,2778.3739999
MAC001369,2541.2210001
MAC001370,2714.9409995
MAC001371,10374.5700003
MAC001372,1040.5919998
MAC001373,2767.035
MAC001374,3894.9089987
MAC001375,2070.2799994
MAC001376,9891.4129976
MAC001377,7115.6429993
MAC001378,1622.005
MAC001379,2280.491
MAC001380,14034.7280031
MAC001381,9649.859002
MAC001382,6484.0940008
MAC001383,4593.1149999
MAC001384,4296.8609991
MAC001385,1819.199
MAC001386,3297.504
MAC001387,2825.8450001
MAC001388,2627.8850001
MAC001389,1146.2689999
MAC001390,8482.0669966
MAC001391,2131.177
MAC001392,1364.384
MAC001393,8623.0079993
MAC001394,2125.8099999
MAC001395,16000.7579992
MAC001396,1147.549
MAC001397,6362.7409993
MAC001398,5601.167001
MAC001399,4927.2729998
MAC001400,6765.0699996
MAC001401,5093.0499993
MAC001402,4227.867
MAC001403,1696.0139999
MAC001404,4828.3070009
MAC001405,6777.2449993
MAC001406,5050.0620002
MAC001407,4505.8649998
MAC001408,7786.1089985
MAC001409,4565.117
MAC001410,6541.6920001
MAC001411,7322.7279995
MAC001412,5251.343
MAC001413,2058.2280002
MAC001414,2899.9350004
MAC001415,5909.2969995
MAC001416,7477.9689993
MAC001417,6283.8009996
MAC001418,2486.0070004
MAC001419,3870.5429995
MAC001420,6596.3779989
MAC001421,4638.465
MAC001422,6725.6999987
MAC001423,6053.46
MAC001424,1669.693
MAC001425,11068.7679977
MAC001426,2454.9589997
MAC001427,878.373
MAC001428,2514.521
MAC001429,12896.9249981
MAC001430,5237.8350004
MAC001431,4185.8939995
MAC001432,5863.9229996
MAC001433,5084.1229985
MAC001434,6247.3680003
MAC001435,5262.4200009
MAC001436,2609.6749999
MAC001437,2852.2079999
MAC001438,4899.5479976
MAC001439,5241.7120008
MAC001440,5214.4939998
MAC001441,3622.0840004
MAC001442,6646.4929998
MAC001443,12368.5350018
MAC001444,4087.3109995
MAC001445,12076.639999
MAC001446,5334.6780001
MAC001447,4733.7400001
MAC001448,4862.8400003
MAC001449,4166.3129998
MAC001450,6294.4790001
MAC001451,8763.4990017
MAC001452,6637.1640013
MAC001453,4204.9129998
MAC001454,1884.8179999
MAC001455,1894.2140002
MAC001456,2872.4040006
MAC001457,3557.088
MAC001458,2250.58
MAC001459,4192.311
MAC001460,1190.777
MAC001461,9613.8760022
MAC001462,637.815
MAC001463,11349.5380016
MAC001464,6575.124999
MAC001465,8056.5749979
MAC001466,2167.7879994
MAC001467,8013.2020005
MAC001468,7434.9219998
MAC001469,17641.9029994
MAC001470,8245.2019998
MAC001471,8258.5449982
MAC001472,3917.2929999
MAC001473,5159.1150001
MAC001474,3555.7529998
MAC001475,3580.343001
MAC001476,1454.028
MAC001477,2094.3669987
MAC001478,1399.9819999
MAC001479,20735.7560062
MAC001480,4912.968
MAC001481,4008.292
MAC001482,5072.187
MAC001483,2019.5529999
MAC001484,7723.8959989
MAC001485,3370.7950007
MAC001486,11425.9950004
MAC001487,1513.5759999
MAC001488,5246.428
MAC001489,3911.333
MAC001490,3915.0089999
MAC001491,6878.5310017
MAC001492,3663.2350001
MAC001493,6405.6389997
MAC001494,3279.066
MAC001495,20148.3299974
MAC001496,5000.1159999
MAC001497,2731.2350002
MAC001498,5319.2689997
MAC001499,6546.6119989
MAC001500,3477.5140004
MAC001501,3934.312
MAC001502,10765.6930006
MAC001503,3635.448
MAC001504,2350.0719991
MAC001505,5967.0860001
MAC001506,7481.4209997
MAC001507,10352.6529989
MAC001508,4661.9109999
MAC001509,3691.442
MAC001510,15065.5810019
MAC001511,6804.1430003
MAC001512,3650.5179998
MAC001513,6678.3220002
MAC001514,26332.8839985
MAC001515,5818.0069999
MAC001516,6495.9200004
MAC001517,3842.851
MAC001518,6516.9299978
MAC001519,5570.5809998
MAC001520,2812.3550004
MAC001521,8196.4349998
MAC001522,10539.1910019
MAC001523,8947.9359987
MAC001524,11496.7779976
MAC001525,3706.8509999
MAC001526,2476.7669991
MAC001527,3020.7859994
MAC001528,9374.714999
MAC001529,1895.816
MAC001530,5919.7600004
MAC001531,6647.6460006
MAC001532,5289.2820013
MAC001533,5014.7060003
MAC001534,8045.8010002
MAC001535,3378.1039996
MAC001536,6456.2310001
MAC001537,7099.7579987
MAC001538,13260.5570009
MAC001539,6597.931
MAC001540,3822.89
MAC001541,10659.8930019
MAC001542,5110.1090001
MAC001543,3541.6950003
MAC001544,10895.8279958
MAC001545,2957.061
MAC001546,6415.0859999
MAC001547,5630.6909999
MAC001548,12237.8699971
MAC001549,5681.3009994
MAC001550,8447.2090001
MAC001551,4149.6419996
MAC001552,4221.5560001
MAC001553,4332.5150001
MAC001554,3105.8730001
MAC001555,4886.1590006
MAC001556,10595.7270012
MAC001557,4886.7350031
MAC001558,2334.907
MAC001559,6197.2519988
MAC001560,7127.825
MAC001561,10391.419
MAC001562,13269.8809982
MAC001563,9305.7780007
MAC001564,10648.0500018
MAC001565,4445.832
MAC001566,2830.2529998
MAC001567,7392.8600011
MAC001568,3500.174
MAC001569,8001.6120003
MAC001570,9892.9039988
MAC001571,22995.0480078
MAC001572,5209.3500001
MAC001573,3381.932
MAC001574,2993.687
MAC001575,12585.288997
MAC001576,15783.917002
MAC001577,2981.1509994
MAC001578,7564.4850001
MAC001579,15492.759997
MAC001580,7861.291999
MAC001581,5676.2499998
MAC001582,1356.742
MAC001583,7108.201
MAC001584,4112.6809998
MAC001585,4542.9039996
MAC001586,3785.1029992
MAC001587,7486.4970002
MAC001588,9368.485999
MAC001589,3179.3440002
MAC001590,17898.9259985
MAC001591,2153.05
MAC001592,6390.7360009
MAC001593,5769.3679995
MAC001594,11050.6699999
MAC001595,2086.4780002
MAC001596,1358.3239996
MAC001597,5352.1790006
MAC001598,10104.1650008
MAC001599,1897.9310001
MAC001600,2329.1839999
MAC001601,15309.9999978
MAC001602,1654.414
MAC001603,18063.3229998
MAC001604,9676.7479996
MAC001605,4298.0639994
MAC001606,2680.354
MAC001607,4023.1110001
MAC001608,11666.3660002
MAC001609,4367.1280003
MAC001610,1933.2580004
MAC001611,9044.1220003
MAC001612,6627.7609987
MAC001613,13692.4579994
MAC001614,5786.6859995
MAC001615,1843.4569997
MAC001616,3936.4519997
MAC001617,4277.0849994
MAC001618,8351.8400014
MAC001619,6606.4160018
MAC001620,8906.5789998
MAC001621,5458.0789997
MAC001622,1263.912
MAC001623,5768.8699986
MAC001624,3770.5970002
MAC001625,9543.5819997
MAC001626,9365.812999
MAC001627,7877.0420003
MAC001628,4307.3349998
MAC001629,485.6719997
MAC001630,5436.0449997
MAC001631,6287.1029993
MAC001632,2075.963
MAC001633,1026.923
MAC001634,6976.0979994
MAC001635,2406.4579997
MAC001636,6817.5170002
MAC001637,3488.308
MAC001638,4368.1590002
MAC001639,5599.5169992
MAC001640,3940.589
MAC001641,19784.2049964
MAC001642,13576.554997
MAC001643,9274.256
MAC001644,3023.7159994
MAC001645,4615.6809999
MAC001646,6854.6519993
MAC001647,2436.09
MAC001648,1927.178
MAC001649,13234.8850022
MAC001650,6464.6129983
MAC001651,5615.6710004
MAC001652,3810.6000002
MAC001653,1861.8640015
MAC001654,426.317
MAC001655,1948.9110001
MAC001656,8952.4229988
MAC001657,1847.1110001
MAC001658,4701.5170005
MAC001659,4446.496
MAC001660,4036.2270002
MAC001661,13893.4870001
MAC001662,2283.72
MAC001663,2813.1369999
MAC001664,11716.1069989
MAC001665,18185.6859999
MAC001666,8163.7879993
MAC001667,3944.591
MAC001668,8256.5230004
MAC001669,9116.8839978
MAC001670,3402.5949985
MAC001671,2194.5009999
MAC001672,4315.0680001
MAC001673,5225.8919999
MAC001674,3645.8919999
MAC001675,2035.584
MAC001676,12373.4100009
MAC001677,7221.2490008
MAC001678,3654.838
MAC001679,6095.7969987
MAC001680,4155.5860002
MAC001681,1140.5320002
MAC001682,8317.4949978
MAC001683,8009.5559999
MAC001684,3142.992
MAC001685,5346.6490002
MAC001686,2832.3299995
MAC001687,4449.418001
MAC001688,1717.313
MAC001689,12461.5430019
MAC001690,6553.4669987
MAC001691,8480.2519995
MAC001692,11799.1430031
MAC001693,10306.715
MAC001694,5196.3299989
MAC001695,3786.334
MAC001696,12944.4639974
MAC001697,4610.0780002
MAC001698,26703.4060028
MAC001699,9845.8570003
MAC001700,803.537
MAC001701,10252.0340038
MAC001702,4250.3939999
MAC001703,9412.7829998
MAC001704,3430.459
MAC001705,18805.9480016
MAC001706,6618.1119992
MAC001707,8370.0720001
MAC001708,5898.0239998
MAC001709,4838.9410004
MAC001710,10428.7229987
MAC001711,1506.1710001
MAC001712,2366.2429994
MAC001713,12656.2499989
MAC001714,2405.5809999
MAC001715,6696.989
MAC001716,4733.0330002
MAC001717,6168.8179983
MAC001718,1869.147
MAC001719,6432.539
MAC001720,7661.8210019
MAC001721,7655.4819998
MAC001722,2076.2819999
MAC001723,5664.1839998
MAC001724,10048.5100003
MAC001725,12652.8349991
MAC001726,18197.4170003
MAC001727,7301.1120009
MAC001728,5906.7079998
MAC001729,4335.5209996
MAC001730,5945.8350001
MAC001731,4737.1559999
MAC001732,2356.469
MAC001733,5431.4520002
MAC001734,20410.8469998
MAC001735,35535.5100119
MAC001736,13630.9450012
MAC001737,1102.675
MAC001738,2941.2379997
MAC001739,37827.6800057
MAC001740,3142.4749998
MAC001741,3531.164
MAC001742,5298.761
MAC001743,6631.6380008
MAC001744,7720.742998
MAC001745,9811.0589999
MAC001746,11063.8229959
MAC001747,8179.9930005
MAC001748,2031.8509995
MAC001749,9732.0719996
MAC001750,3002.4569991
MAC001751,5256.4079998
MAC001752,7067.4769998
MAC001753,7784.6539979
MAC001754,3451.9400009
MAC001755,1838.818
MAC001756,8181.1449981
MAC001757,4440.202
MAC001758,13789.5809963
MAC001759,3386.0570006
MAC001760,8123.177999
MAC001761,5128.7669989
MAC001762,4743.6210013
MAC001763,1895.8730001
MAC001764,9368.0210009
MAC001765,8952.3430014
MAC001766,23353.6049901
MAC001767,2486.2899998
MAC001768,10349.0300025
MAC001769,7701.6290003
MAC001770,3161.9079986
MAC001771,10529.3289986
MAC001772,2638.4400004
MAC001773,2835.4229996
MAC001774,2392.2099999
MAC001775,7653.6209991
MAC001776,2944.1990004
MAC001777,3040.1929999
MAC001778,4200.189
MAC001779,4362.1659999
MAC001780,15014.3039997
MAC001781,7662.4369997
MAC001782,5168.1200013
MAC001783,10039.4899991
MAC001784,6152.616001
MAC001785,4700.2249995
MAC001786,6546.2050018
MAC001787,2217.401
MAC001788,2505.7000003
MAC001789,7363.620999
MAC001790,19305.4300017
MAC001791,5447.4270003
MAC001792,6246.1300009
MAC001793,9047.2539987
MAC001794,12475.4339947
MAC001795,3028.9449999
MAC001796,4715.536
MAC001797,4726.5499999
MAC001798,2687.8379998
MAC001799,2592.556
MAC001800,7424.3199994
MAC001801,1963.9429998
MAC001802,8235.575998
MAC001803,786.36
MAC001804,2108.2690001
MAC001805,18096.1189983
MAC001806,4701.6279997
MAC001807,3387.3509996
MAC001808,2502.4039999
MAC001809,14478.0690011
MAC001810,4377.4150003
MAC001811,7827.1080018
MAC001812,4278.6099997
MAC001813,8927.1109988
MAC001814,2538.474
MAC001815,2864.5940003
MAC001816,3311.053
MAC001817,2964.8779994
MAC001818,9503.4220003
MAC001819,6547.0890001
MAC001820,9609.6299975
MAC001821,11008.8109998
MAC001822,15022.1309963
MAC001823,1875.614
MAC001824,5694.5589988
MAC001825,4382.5210007
MAC001826,3475.9150004
MAC001827,4675.3819998
MAC001828,7761.0429993
MAC001829,5514.587
MAC001830,6941.0309994
MAC001831,12648.5160003
MAC001832,9423.4829982
MAC001833,3564.8580006
MAC001834,6058.8840004
MAC001835,8754.41
MAC001836,23200.3639947
MAC001837,5135.2899995
MAC001838,6155.8439996
MAC001839,5790.9940004
MAC001840,3774.6319992
MAC001841,2760.5450009
MAC001842,5809.221
MAC001843,11043.7879979
MAC001844,3415.0590001
MAC001845,3521.6809995
MAC001846,12150.2480002
MAC001847,3550.6899998
MAC001848,4724.222
MAC001849,2650.558
MAC001850,6292.1899999
MAC001851,19099.1999988
MAC001852,2170.171
MAC001853,9965.424997
MAC001854,3499.7810007
MAC001855,1548.4229996
MAC001856,5993.6380005
MAC001857,7900.3979997
MAC001858,6627.6500006
MAC001859,12052.4590051
MAC001860,8462.0409997
MAC001861,11639.0400009
MAC001862,21838.7200006
MAC001863,1784.138
MAC001864,11583.4119977
MAC001865,6185.7430003
MAC001866,7581.5940002
MAC001867,6174.2649992
MAC001868,4838.4169999
MAC001869,6393.9049972
MAC001870,1376.4790002
MAC001871,3497.3979997
MAC001872,1531.666
MAC001873,7539.1500003
MAC001874,12946.8370006
MAC001875,4562.7629996
MAC001876,5290.4010003
MAC001877,5267.0490001
MAC001878,14403.9600003
MAC001879,3982.4260005
MAC001880,4520.1289998
MAC001881,5023.8270002
MAC001882,7094.957
MAC001883,4207.7930003
MAC001884,2680.746
MAC001885,9246.5899948
MAC001886,3186.2179999
MAC001887,1681.823
MAC001888,2795.9099999
MAC001889,1050.393
MAC001890,2925.7259999
MAC001891,6694.3890003
MAC001892,1732.281
MAC001893,11481.1439979
MAC001894,5207.4220016
MAC001895,13315.8650018
MAC001896,7138.8300005
MAC001897,4922.9490006
MAC001898,801.702
MAC001899,11248.9900003
MAC001900,4489.7479996
MAC001901,2883.3620001
MAC001902,12928.9829953
MAC001903,4422.6890002
MAC001904,5066.9349999
MAC001905,3322.1630005
MAC001906,5887.7730001
MAC001907,2768.9709999
MAC001908,3442.9629995
MAC001909,9218.8289997
MAC001910,4726.5120021
MAC001911,5868.323
MAC001912,2099.9450002
MAC001913,10796.191002
MAC001914,8200.5619974
MAC001915,2487.8660001
MAC001916,2525.481
MAC001917,8215.9439997
MAC001918,5246.5480007
MAC001919,3829.9060015
MAC001920,7141.9590008
MAC001921,1051.2740001
MAC001922,4064.8889994
MAC001923,6763.1719991
MAC001924,1906.6449998
MAC001925,6424.1000011
MAC001926,8703.0050017
MAC001927,5800.597
MAC001928,5530.6290002
MAC001929,5094.1430001
MAC001930,3586.7750005
MAC001931,3505.8039994
MAC001932,6712.9490001
MAC001933,2307.4859994
MAC001934,4878.5240001
MAC001935,5950.2209999
MAC001936,10573.7429986
MAC001937,7136.5790006
MAC001938,3366.3879999
MAC001939,17179.4279978
MAC001940,5826.4910003
MAC001941,6592.6259974
MAC001942,3057.103
MAC001943,3965.9289998
MAC001944,2689.829
MAC001945,2314.5250001
MAC001946,2365.535
MAC001947,6155.6829999
MAC001948,7825.7700002
MAC001949,4169.469
MAC001950,8167.1170005
MAC001951,8151.3450004
MAC001952,2158.478
MAC001953,1288.134
MAC001954,4738.9779999
MAC001955,6785.4219997
MAC001956,13499.6669972
MAC001957,73.187
MAC001958,3825.2070004
MAC001959,2485.2629996
MAC001960,3265.5490003
MAC001961,3946.225
MAC001962,3219.2440004
MAC001963,3500.2019998
MAC001964,4021.8650002
MAC001965,2368.1329998
MAC001966,12142.5730003
MAC001967,3719.494
MAC001968,7332.9809991
MAC001969,2750.4319999
MAC001970,6863.0169987
MAC001971,4386.003
MAC001972,2036.7199996
MAC001973,8582.2469979
MAC001974,4977.8619999
MAC001975,4585.8269998
MAC001976,320.3050001
MAC001977,3541.738
MAC001978,24992.417003
MAC001979,5779.3299997
MAC001980,2886.177
MAC001981,10013.5150029
MAC001982,11202.3179982
MAC001983,6898.2109973
MAC001984,1385.1820001
MAC001985,3722.5170008
MAC001986,11271.194002
MAC001987,7780.914001
MAC001988,5724.1970002
MAC001989,12656.1460045
MAC001990,3115.777
MAC001991,13189.121
MAC001992,4031.7480006
MAC001993,3397.7199998
MAC001994,6839.3819984
MAC001995,7573.6569978
MAC001996,4616.6260001
MAC001997,3082.9179996
MAC001998,5687.792
MAC001999,3498.6449997
MAC002000,2353.2229999
MAC002001,5853.8159997
MAC002002,21174.516997
MAC002003,2862.3670002
MAC002004,6129.3130008
MAC002005,6763.7959987
MAC002006,4357.9749996
MAC002007,7537.1459962
MAC002008,2435.4979997
MAC002009,4587.1969998
MAC002010,3557.6409997
MAC002011,697.488
MAC002012,11552.8899972
MAC002013,4458.1490002
MAC002014,896.6640009
MAC002015,5244.4590004
MAC002016,3508.8650004
MAC002017,2648.8810003
MAC002018,1370.3879997
MAC002019,3318.7559996
MAC002020,5724.3389997
MAC002021,2326.8450003
MAC002022,3310.2350003
MAC002023,7559.4560003
MAC002024,4749.1039991
MAC002025,5749.2480002
MAC002026,4165.0389998
MAC002027,7734.8129981
MAC002028,6147.4569996
MAC002029,8459.8709987
MAC002030,3987.5979995
MAC002031,3453.5539995
MAC002032,9192.0469992
MAC002033,2548.348
MAC002034,10559.9880012
MAC002035,12745.2510008
MAC002036,2053.3220001
MAC002037,10064.0879996
MAC002038,5379.895
MAC002039,14147.9699994
MAC002040,1817.6139998
MAC002041,4727.8710004
MAC002042,9567.7219986
MAC002043,2232.259
MAC002044,4452.2539998
MAC002045,3195.5150004
MAC002046,4901.1210002
MAC002047,4274.054
MAC002048,8061.2330001
MAC002049,6798.9009997
MAC002050,1782.3420009
MAC002051,14080.0990011
MAC002052,1423.1559999
MAC002053,1403.555
MAC002054,3664.4279999
MAC002055,2925.4219999
MAC002056,1940.1079999
MAC002057,4236.222
MAC002058,1887.5400002
MAC002059,7440.9699982
MAC002060,2293.3400003
MAC002061,2917.641
MAC002062,9997.8659966
MAC002063,3452.3130001
MAC002064,11394.1300021
MAC002065,2854.2039998
MAC002066,3608.2650001
MAC002067,2965.1689998
MAC002068,9603.919001
MAC002069,4857.4549989
MAC002070,6917.3209988
MAC002071,4975.5600007
MAC002072,1075.3219999
MAC002073,1257.656
MAC002074,7259.8550015
MAC002075,2865.4479994
MAC002076,5687.5979994
MAC002077,4491.436
MAC002078,3787.852
MAC002079,18720.4310023
MAC002080,8062.0999995
MAC002081,3740.4619999
MAC002082,10261.0220015
MAC002083,6762.8880007
MAC002084,8128.2189996
MAC002085,2004.281
MAC002086,3271.963
MAC002087,18006.1039984
MAC002088,7446.7080002
MAC002089,2245.364
MAC002090,4427.5939997
MAC002091,2996.6240012
MAC002092,3097.6960005
MAC002093,1620.563
MAC002094,8285.5630002
MAC002095,4808.1469996
MAC002096,3140.187
MAC002097,2760.4889996
MAC002098,4453.5959977
MAC002099,11629.0330029
MAC002100,8376.8290014
MAC002101,4914.609999
MAC002102,8952.9299993
MAC002103,5290.6469996
MAC002104,2442.7769996
MAC002105,4341.4420009
MAC002106,7795.7650004
MAC002107,3169.62
MAC002108,4840.4210003
MAC002109,4604.1779998
MAC002110,6.906
MAC002111,5339.1119987
MAC002112,9063.6119996
MAC002113,3625.8479998
MAC002114,3600.5530001
MAC002115,6781.9760017
MAC002116,3347.454
MAC002117,2731.3109995
MAC002118,1020.862
MAC002119,13237.3629991
MAC002120,11505.9070018
MAC002121,5321.5749996
MAC002122,10188.0719992
MAC002123,4869.1799995
MAC002124,1635.802
MAC002125,5594.5589982
MAC002126,3117.477
MAC002127,3709.2280006
MAC002128,1798.127
MAC002129,2618.27
MAC002130,3644.6860005
MAC002131,4336.393
MAC002132,8970.6429974
MAC002133,2084.3420003
MAC002134,6367.4010008
MAC002135,2265.033
MAC002136,457.5640001
MAC002137,20260.1579978
MAC002138,7383.535
MAC002139,4372.407996
MAC002140,2363.0849998
MAC002141,7538.4549999
MAC002142,4069.7539998
MAC002143,2343.4759998
MAC002144,3568.6150006
MAC002145,8698.4230009
MAC002146,2436.0659998
MAC002147,1215.462
MAC002148,11583.1860002
MAC002149,5136.0720013
MAC002150,8395.9249998
MAC002151,5544.5150007
MAC002152,2325.9680001
MAC002153,11528.5990029
MAC002154,4907.3930011
MAC002155,16194.3539947
MAC002156,6829.2950009
MAC002157,5375.9160002
MAC002158,7621.145
MAC002159,4869.9669994
MAC002160,3726.4069994
MAC002161,4378.1850001
MAC002162,2575.755
MAC002163,18484.5789945
MAC002164,8714.8880019
MAC002165,9811.4500002
MAC002166,12121.4340046
MAC002167,1935.6809999
MAC002168,5680.9270001
MAC002169,1645.0290004
MAC002170,9958.4479997
MAC002171,3090.8360004
MAC002172,3486.3439993
MAC002173,4779.2949988
MAC002174,6295.7329997
MAC002175,2112.138
MAC002176,6661.024
MAC002177,3445.1889997
MAC002178,4604.989
MAC002179,7752.1670007
MAC002180,5600.1079996
MAC002181,6359.8439995
MAC002182,3539.6730017
MAC002183,6403.65
MAC002184,6766.2030004
MAC002185,2924.039
MAC002186,1838.0399997
MAC002187,5111.8560007
MAC002188,4666.2629999
MAC002189,3496.3290002
MAC002190,9637.4669989
MAC002191,6335.8949996
MAC002192,5489.4009997
MAC002193,3328.2900002
MAC002194,9523.6409993
MAC002195,4655.3249998
MAC002196,1982.0170002
MAC002197,2327.5720005
MAC002198,4308.890001
MAC002199,6573.8429973
MAC002200,4783.3130018
MAC002201,6713.9839995
MAC002202,4234.7110005
MAC002203,2458.368
MAC002204,1965.3700001
MAC002205,4014.1039998
MAC002206,2676.563
MAC002207,1816.1930004
MAC002208,10161.0479995
MAC002209,6471.3970001
MAC002210,7134.893001
MAC002211,3567.8799999
MAC002212,6641.7669996
MAC002213,34142.6050017
MAC002214,5211.4559997
MAC002215,3700.1049979
MAC002216,2767.354
MAC002217,2975.0250011
MAC002218,7121.4909997
MAC002219,3138.6760003
MAC002220,2830.703
MAC002221,4178.6659999
MAC002222,7696.9289998
MAC002223,7439.7449977
MAC002224,1974.1999997
MAC002225,9090.2669992
MAC002226,4066.9219999
MAC002227,2541.4829991
