temp,dewPoint,precipType,cloudCover,summary,apparentTemp,pressure,windSpeed,visibility,datetime,windBearing,humidity,icon
10.22 , 8.52 , rain , 0.8 , Mostly Cloudy , 10.22 , 1035.47 , 8.72 , 7.58 , 2013-01-05 12:00:00 , 251 , 0.89 , partly-cloudy-day
10.4 , 8.13 , rain , 0.81 , Mostly Cloudy , 10.4 , 1034.53 , 11.09 , 8.29 , 2013-01-05 14:00:00 , 259 , 0.86 , partly-cloudy-day
9.97 , 7.7 , rain , 0.83 , Mostly Cloudy , 8.04 , 1033.8 , 8.61 , 8.02 , 2013-01-05 16:00:00 , 251 , 0.86 , partly-cloudy-day
9.95 , 8.04 , rain , 0.86 , Mostly Cloudy , 7.92 , 1034.25 , 9.04 , 8.05 , 2013-01-05 18:00:00 , 262 , 0.88 , partly-cloudy-night
9.53 , 7.51 , rain , 0.36 , Partly Cloudy , 7.87 , 1034.23 , 6.98 , 8.24 , 2013-01-05 20:00:00 , 252 , 0.87 , partly-cloudy-night
8.14 , 7.07 , rain , 0.12 , Clear , 6.64 , 1034.3 , 5.52 , 7.48 , 2013-01-05 22:00:00 , 228 , 0.93 , clear-night
7.23 , 6.65 , rain , 0 , Clear , 5.62 , 1033.8 , 5.39 , 6.17 , 2013-01-06 00:00:00 , 230 , 0.96 , clear-night
7.02 , 6.53 , rain , 0.06 , Clear , 5.63 , 1032.99 , 4.69 , 4.11 , 2013-01-06 02:00:00 , 231 , 0.97 , clear-night
6.96 , 6.48 , rain , 0.35 , Partly Cloudy , 4.97 , 1033.63 , 6.38 , 3.79 , 2013-01-06 04:00:00 , 258 , 0.97 , partly-cloudy-night
6.85 , 6.26 , rain , 0.81 , Foggy , 4.94 , 1033.28 , 6.02 , 0.87 , 2013-01-06 06:00:00 , 248 , 0.96 , fog
6.91 , 6.84 , rain , 0.86 , Foggy , 6.01 , 1033.43 , 3.59 , 0.66 , 2013-01-06 08:00:00 , 263 , 1 , fog
7.42 , 7.38 , rain , 0.97 , Foggy , 6.67 , 1033.5 , 3.42 , 0.5 , 2013-01-06 10:00:00 , 249 , 1 , fog
7.47 , 7.09 , rain , 0.83 , Foggy , 6.28 , 1032.95 , 4.4 , 1.49 , 2013-01-06 12:00:00 , 220 , 0.97 , fog
7.51 , 7.17 , rain , 0.67 , Mostly Cloudy , 6.01 , 1031.94 , 5.21 , 3.54 , 2013-01-06 14:00:00 , 225 , 0.98 , partly-cloudy-day
7.35 , 6.8 , rain , 0.73 , Mostly Cloudy , 5.76 , 1030.99 , 5.39 , 4.74 , 2013-01-06 16:00:00 , 215 , 0.96 , partly-cloudy-day
7.51 , 6.72 , rain , 0.76 , Mostly Cloudy , 6.32 , 1030.56 , 4.4 , 4.64 , 2013-01-06 18:00:00 , 214 , 0.95 , partly-cloudy-night
8.36 , 7.48 , rain , 0.8 , Mostly Cloudy , 6.57 , 1030.03 , 6.61 , 4.81 , 2013-01-06 20:00:00 , 211 , 0.94 , partly-cloudy-night
8.46 , 7.42 , rain , 0.86 , Mostly Cloudy , 6.46 , 1029.93 , 7.45 , 6.52 , 2013-01-06 22:00:00 , 219 , 0.93 , partly-cloudy-night
7.9 , 7.08 , rain , 0.83 , Mostly Cloudy , 5.73 , 1029.72 , 7.68 , 6.45 , 2013-01-07 00:00:00 , 224 , 0.95 , partly-cloudy-night
7.73 , 6.88 , rain , 0.84 , Mostly Cloudy , 5.71 , 1029.23 , 6.97 , 5.12 , 2013-01-07 02:00:00 , 219 , 0.94 , partly-cloudy-night
7.29 , 6.39 , rain , 0.81 , Mostly Cloudy , 5.62 , 1028.51 , 5.59 , 5.09 , 2013-01-07 04:00:00 , 206 , 0.94 , partly-cloudy-night
7.04 , 6.35 , rain , 0.77 , Mostly Cloudy , 5.16 , 1027.46 , 6.04 , 4.92 , 2013-01-07 06:00:00 , 205 , 0.95 , partly-cloudy-night
7.28 , 6.39 , rain , 0.92 , Mostly Cloudy , 5.47 , 1027.61 , 6 , 5.12 , 2013-01-07 08:00:00 , 203 , 0.94 , partly-cloudy-night
7.66 , 6.46 , rain , 0.82 , Mostly Cloudy , 5.61 , 1027.6 , 7.01 , 5.07 , 2013-01-07 10:00:00 , 197 , 0.92 , partly-cloudy-day
7.89 , 6.57 , rain , 0.8 , Mostly Cloudy , 5.63 , 1026.85 , 8.04 , 6.92 , 2013-01-07 12:00:00 , 199 , 0.91 , partly-cloudy-day
8.39 , 6.84 , rain , 0.81 , Mostly Cloudy , 6.08 , 1025.98 , 8.7 , 6.96 , 2013-01-07 14:00:00 , 210 , 0.9 , partly-cloudy-day
8.07 , 6.55 , rain , 0.77 , Mostly Cloudy , 5.6 , 1025.5 , 9.11 , 6.83 , 2013-01-07 16:00:00 , 204 , 0.9 , partly-cloudy-day
7.91 , 6.63 , rain , 0.82 , Mostly Cloudy , 5.62 , 1025.47 , 8.18 , 6.11 , 2013-01-07 18:00:00 , 199 , 0.92 , partly-cloudy-night
8.41 , 7.16 , rain , 0.79 , Mostly Cloudy , 6.16 , 1025.2 , 8.44 , 6.24 , 2013-01-07 20:00:00 , 201 , 0.92 , partly-cloudy-night
8.77 , 7.19 , rain , 0.89 , Mostly Cloudy , 6.81 , 1025.1 , 7.6 , 6.71 , 2013-01-07 22:00:00 , 208 , 0.9 , partly-cloudy-night
8.88 , 7.21 , rain , 0.89 , Mostly Cloudy , 6.96 , 1024.81 , 7.54 , 7.68 , 2013-01-08 00:00:00 , 211 , 0.89 , partly-cloudy-night
8.92 , 7.21 , rain , 0.91 , Mostly Cloudy , 6.93 , 1024.56 , 7.81 , 7.98 , 2013-01-08 02:00:00 , 215 , 0.89 , partly-cloudy-night
9.42 , 7.21 , rain , 0.93 , Mostly Cloudy , 7.63 , 1024.23 , 7.42 , 8.57 , 2013-01-08 04:00:00 , 223 , 0.86 , partly-cloudy-night
9.47 , 6.96 , rain , 0.8 , Mostly Cloudy , 7.81 , 1024.01 , 6.94 , 8.57 , 2013-01-08 06:00:00 , 207 , 0.84 , partly-cloudy-night
8.79 , 6.96 , rain , 0.45 , Partly Cloudy , 6.76 , 1024.39 , 7.86 , 7.88 , 2013-01-08 08:00:00 , 212 , 0.88 , partly-cloudy-night
9.67 , 7.53 , rain , 0.7 , Mostly Cloudy , 7.59 , 1025.17 , 8.97 , 8.02 , 2013-01-08 10:00:00 , 226 , 0.87 , partly-cloudy-day
10.74 , 7.88 , rain , 0.36 , Partly Cloudy , 10.74 , 1024.7 , 10.18 , 8.29 , 2013-01-08 12:00:00 , 224 , 0.83 , partly-cloudy-day
10.73 , 7.71 , rain , 0.75 , Mostly Cloudy , 10.73 , 1023.99 , 10.17 , 7.89 , 2013-01-08 14:00:00 , 231 , 0.82 , partly-cloudy-day
10.59 , 7.98 , rain , 0.75 , Mostly Cloudy , 10.59 , 1024 , 8.07 , 8.13 , 2013-01-08 16:00:00 , 215 , 0.84 , partly-cloudy-day
10.21 , 8.11 , rain , 0.83 , Mostly Cloudy , 10.21 , 1023.77 , 7.89 , 7 , 2013-01-08 18:00:00 , 214 , 0.87 , partly-cloudy-night
9.91 , 8.44 , rain , 0.85 , Mostly Cloudy , 7.93 , 1023.62 , 8.77 , 4.52 , 2013-01-08 20:00:00 , 213 , 0.91 , partly-cloudy-night
9.11 , 8.43 , rain , 0.86 , Mostly Cloudy , 6.99 , 1023.17 , 8.57 , 3.13 , 2013-01-08 22:00:00 , 208 , 0.96 , partly-cloudy-night
8.81 , 8.42 , rain , 0.96 , Overcast , 7.06 , 1022.58 , 6.78 , 4.31 , 2013-01-09 00:00:00 , 210 , 0.97 , cloudy
9.04 , 8.48 , rain , 0.84 , Mostly Cloudy , 7.63 , 1021.81 , 5.77 , 4.2 , 2013-01-09 02:00:00 , 216 , 0.96 , partly-cloudy-night
8.98 , 8.62 , rain , 0.79 , Mostly Cloudy , 8.53 , 1021.27 , 3.27 , 2.96 , 2013-01-09 04:00:00 , 246 , 0.98 , partly-cloudy-night
8.91 , 8.48 , rain , 0.83 , Mostly Cloudy , 8.47 , 1020.66 , 3.22 , 3.82 , 2013-01-09 06:00:00 , 336 , 0.97 , partly-cloudy-night
8.22 , 7.48 , rain , 0.83 , Mostly Cloudy , 6.19 , 1021.48 , 7.38 , 3.49 , 2013-01-09 08:00:00 , 359 , 0.95 , partly-cloudy-night
7.8 , 6.7 , rain , 0.65 , Mostly Cloudy , 6.08 , 1022.22 , 6.02 , 6.04 , 2013-01-09 10:00:00 , 4 , 0.93 , partly-cloudy-day
7.92 , 5.37 , rain , 0.44 , Partly Cloudy , 6.58 , 1021.8 , 4.96 , 7.74 , 2013-01-09 12:00:00 , 358 , 0.84 , partly-cloudy-day
8.04 , 3.97 , rain , 0.31 , Partly Cloudy , 6.75 , 1020.65 , 4.9 , 7.72 , 2013-01-09 14:00:00 , 8 , 0.75 , partly-cloudy-day
6.9 , 3.13 , rain , 0.31 , Partly Cloudy , 6.9 , 1020.8 , 2.99 , 7.69 , 2013-01-09 16:00:00 , 12 , 0.77 , partly-cloudy-day
5.01 , 2.68 , rain , 0.21 , Clear , 5.01 , 1020.85 , 1.45 , 7.03 , 2013-01-09 18:00:00 , 359 , 0.85 , clear-night
3.13 , 1.93 , rain , 0.16 , Clear , 3.13 , 1020.72 , 1.38 , 6.14 , 2013-01-09 20:00:00 , 278 , 0.92 , clear-night
2.17 , 1.63 , rain , 0.03 , Clear , 2.17 , 1020.01 , 1.74 , 3.69 , 2013-01-09 22:00:00 , 275 , 0.96 , clear-night
1.48 , 1.04 , rain , 0.22 , Clear , 1.48 , 1019 , 1.47 , 3.1 , 2013-01-10 00:00:00 , 273 , 0.97 , clear-night
0.93 , 0.74 , snow , 0.26 , Partly Cloudy , 0.93 , 1018.12 , 1.8 , 2.88 , 2013-01-10 02:00:00 , 279 , 0.99 , partly-cloudy-night
1.28 , 1.02 , rain , 0.56 , Partly Cloudy , -0.1 , 1017.42 , 3.08 , 2.45 , 2013-01-10 04:00:00 , 248 , 0.98 , partly-cloudy-night
1.87 , 1.56 , rain , 0.59 , Partly Cloudy , 1.87 , 1016.76 , 2.59 , 3.16 , 2013-01-10 06:00:00 , 288 , 0.98 , partly-cloudy-night
1.8 , 1.28 , rain , 0.59 , Partly Cloudy , 1.8 , 1016.14 , 2.03 , 3.05 , 2013-01-10 08:00:00 , 326 , 0.96 , partly-cloudy-night
2.31 , 1.88 , rain , 0.67 , Mostly Cloudy , 0.83 , 1016.01 , 3.44 , 2.73 , 2013-01-10 10:00:00 , 294 , 0.97 , partly-cloudy-day
2.59 , 1.86 , rain , 0.82 , Mostly Cloudy , 0.66 , 1015.49 , 4.3 , 2.46 , 2013-01-10 12:00:00 , 301 , 0.95 , partly-cloudy-day
2.93 , 1.87 , rain , 0.81 , Mostly Cloudy , 0.89 , 1014.22 , 4.61 , 3.76 , 2013-01-10 14:00:00 , 314 , 0.93 , partly-cloudy-day
2.81 , 1.54 , rain , 0.84 , Mostly Cloudy , 1.01 , 1013.87 , 4.11 , 3.78 , 2013-01-10 16:00:00 , 311 , 0.91 , partly-cloudy-day
2.81 , 1.2 , rain , 0.82 , Mostly Cloudy , 0.5 , 1013.93 , 5.15 , 3.94 , 2013-01-10 18:00:00 , 322 , 0.89 , partly-cloudy-night
2.44 , 1.02 , rain , 0.81 , Mostly Cloudy , 0.19 , 1014.27 , 4.87 , 3.62 , 2013-01-10 20:00:00 , 333 , 0.9 , partly-cloudy-night
2.33 , 1.1 , rain , 0.93 , Mostly Cloudy , -0.44 , 1015.13 , 6.01 , 3.3 , 2013-01-10 22:00:00 , 312 , 0.92 , partly-cloudy-night
2.04 , 0.99 , rain , 0.75 , Mostly Cloudy , -0.69 , 1016.02 , 5.8 , 3.03 , 2013-01-11 00:00:00 , 301 , 0.93 , partly-cloudy-night
2.08 , 1.05 , rain , 0.74 , Mostly Cloudy , -0.34 , 1016.73 , 5.1 , 2.89 , 2013-01-11 02:00:00 , 271 , 0.93 , partly-cloudy-night
1.58 , 0.93 , rain , 0.44 , Partly Cloudy , -0.84 , 1016.83 , 4.91 , 2.66 , 2013-01-11 04:00:00 , 264 , 0.95 , partly-cloudy-night
1.13 , 0.75 , rain , 0.7 , Mostly Cloudy , -1.22 , 1017.51 , 4.61 , 2.48 , 2013-01-11 06:00:00 , 280 , 0.97 , partly-cloudy-night
1.85 , 1.42 , rain , 0.68 , Mostly Cloudy , 0.17 , 1018.53 , 3.64 , 2.25 , 2013-01-11 08:00:00 , 292 , 0.97 , partly-cloudy-night
2.79 , 2.23 , rain , 0.63 , Mostly Cloudy , 1.65 , 1019.03 , 3.02 , 3.25 , 2013-01-11 10:00:00 , 293 , 0.96 , partly-cloudy-day
4.47 , 2.8 , rain , 0.7 , Mostly Cloudy , 4.47 , 1018.61 , 2.66 , 4.08 , 2013-01-11 12:00:00 , 326 , 0.89 , partly-cloudy-day
5.41 , 2.93 , rain , 0.61 , Mostly Cloudy , 5.41 , 1018 , 0.84 , 6.34 , 2013-01-11 14:00:00 , 338 , 0.84 , partly-cloudy-day
4.37 , 2.6 , rain , 0.71 , Mostly Cloudy , 4.37 , 1017.96 , 2.24 , 5.44 , 2013-01-11 16:00:00 , 109 , 0.88 , partly-cloudy-day
3.04 , 1.7 , rain , 0.21 , Clear , 1.83 , 1017.87 , 3.18 , 3.95 , 2013-01-11 18:00:00 , 125 , 0.91 , clear-night
1.75 , 1.16 , rain , 0.16 , Clear , -0.46 , 1017.3 , 4.55 , 3.11 , 2013-01-11 20:00:00 , 124 , 0.96 , clear-night
1.21 , 0.57 , rain , 0.09 , Clear , -1.49 , 1016.82 , 5.37 , 2.98 , 2013-01-11 22:00:00 , 108 , 0.95 , clear-night
1.48 , 0.69 , rain , 0.08 , Clear , -1.23 , 1015.84 , 5.5 , 3.32 , 2013-01-12 00:00:00 , 102 , 0.94 , clear-night
2.18 , 1.11 , rain , 0.18 , Clear , -1 , 1014.56 , 7.03 , 3.91 , 2013-01-12 02:00:00 , 103 , 0.93 , clear-night
2.79 , 1.75 , rain , 0.32 , Partly Cloudy , -0.66 , 1013.19 , 8.28 , 4.55 , 2013-01-12 04:00:00 , 104 , 0.93 , partly-cloudy-night
3.08 , 2.05 , rain , 0.64 , Mostly Cloudy , -0.62 , 1012.41 , 9.4 , 4.66 , 2013-01-12 06:00:00 , 100 , 0.93 , partly-cloudy-night
2.94 , 1.37 , rain , 0.67 , Mostly Cloudy , -1.19 , 1012.1 , 10.97 , 7.03 , 2013-01-12 08:00:00 , 92 , 0.89 , partly-cloudy-night
3.56 , -0.41 , rain , 0.73 , Mostly Cloudy , -0.77 , 1012.12 , 12.58 , 7.66 , 2013-01-12 10:00:00 , 97 , 0.75 , partly-cloudy-day
4.26 , -2.05 , rain , 0.7 , Mostly Cloudy , -0.28 , 1011.69 , 14.69 , 8.21 , 2013-01-12 12:00:00 , 92 , 0.64 , partly-cloudy-day
4.26 , -1.51 , rain , 0.4 , Partly Cloudy , -0.38 , 1011.41 , 15.29 , 7.92 , 2013-01-12 14:00:00 , 91 , 0.66 , partly-cloudy-day
3.54 , 0.59 , rain , 0.38 , Partly Cloudy , -0.99 , 1012.15 , 13.63 , 6.69 , 2013-01-12 16:00:00 , 85 , 0.81 , partly-cloudy-day
3.55 , 1.14 , rain , 0.75 , Mostly Cloudy , -0.66 , 1012.82 , 12.02 , 6.39 , 2013-01-12 18:00:00 , 83 , 0.84 , partly-cloudy-night
3.09 , 1.51 , rain , 0.7 , Mostly Cloudy , -0.69 , 1013.57 , 9.74 , 5.72 , 2013-01-12 20:00:00 , 79 , 0.89 , partly-cloudy-night
3.38 , 1.64 , rain , 0.71 , Mostly Cloudy , -0.59 , 1014.32 , 10.8 , 6.21 , 2013-01-12 22:00:00 , 70 , 0.88 , partly-cloudy-night
3.27 , 0.88 , rain , 0.76 , Mostly Cloudy , -0.53 , 1014.76 , 9.95 , 7.27 , 2013-01-13 00:00:00 , 58 , 0.84 , partly-cloudy-night
3.28 , 0.12 , rain , 0.87 , Mostly Cloudy , -0.51 , 1015.62 , 9.92 , 7.08 , 2013-01-13 02:00:00 , 53 , 0.8 , partly-cloudy-night
2.73 , -0.6 , rain , 0.73 , Mostly Cloudy , -1.27 , 1016.21 , 10.23 , 7.51 , 2013-01-13 04:00:00 , 48 , 0.79 , partly-cloudy-night
2.12 , -2.03 , rain , 0.7 , Mostly Cloudy , -1.63 , 1017.2 , 8.77 , 7.62 , 2013-01-13 06:00:00 , 35 , 0.74 , partly-cloudy-night
1.8 , -2.66 , rain , 0.26 , Partly Cloudy , -1.91 , 1018.62 , 8.4 , 7.73 , 2013-01-13 08:00:00 , 21 , 0.72 , partly-cloudy-night
1.55 , -2.43 , rain , 0.41 , Partly Cloudy , -2.09 , 1019.61 , 8.01 , 7.68 , 2013-01-13 10:00:00 , 13 , 0.75 , partly-cloudy-day
2.64 , -2.07 , rain , 0.42 , Partly Cloudy , -1.01 , 1019.85 , 8.86 , 7.85 , 2013-01-13 12:00:00 , 18 , 0.71 , partly-cloudy-day
2.65 , -1.83 , rain , 0.39 , Partly Cloudy , -0.91 , 1019.71 , 8.54 , 8.1 , 2013-01-13 14:00:00 , 12 , 0.72 , partly-cloudy-day
2.06 , -1.95 , rain , 0.72 , Mostly Cloudy , -1.38 , 1020.37 , 7.73 , 7.83 , 2013-01-13 16:00:00 , 4 , 0.75 , partly-cloudy-day
1.51 , -2.22 , rain , 0.66 , Mostly Cloudy , -1.34 , 1020.77 , 5.85 , 7.55 , 2013-01-13 18:00:00 , 349 , 0.76 , partly-cloudy-night
1.39 , -2.59 , rain , 0.68 , Mostly Cloudy , -1.17 , 1020.9 , 5.15 , 7.84 , 2013-01-13 20:00:00 , 357 , 0.75 , partly-cloudy-night
0.88 , -3.06 , snow , 0.27 , Partly Cloudy , -0.64 , 1020.42 , 3.21 , 7.9 , 2013-01-13 22:00:00 , 339 , 0.75 , partly-cloudy-night
0.53 , -3.42 , snow , 0.27 , Partly Cloudy , 0.53 , 1019.81 , 2.33 , 7.86 , 2013-01-14 00:00:00 , 316 , 0.75 , partly-cloudy-night
